de_sign,dec_rad,ded,dem,des,dm,glat,glon,hd_cat_num,hrn,n_spectral_type,n_vmag,name,ra_rad,rah,ram,ras,spectral_type,u_vmag,vmag,x,y,z
+,0.5054909846088577,15.0,55.0,51.0,BD+16 1397,10.86,200.47,54131,2684,,,45    Gem,1.8691021847815936,7.0,8.0,22.0,G8III,,5.44,-0.2571450775613054,0.8362959166613959,0.4842370791889708
-,-0.7634361036431863,38.0,22.0,58.0,CD-38 3163,-13.81,249.27,54153,2685,,,,1.8589429140939435,7.0,6.0,2.3,G0IIaCH1,,6.11,-0.2053068736306305,0.6926789198984509,-0.6914079848890463
-,-0.6703518768701553,24.0,57.0,38.0,CD-24 4868,-7.94,236.97,54173,2686,,,,1.8625790167022651,7.0,6.0,52.3,K2,,6.08,-0.2254112865443991,0.7504822321771959,-0.6212617573010045
-,-0.966985127657025,50.0,21.0,37.0,CD-50 2561,-18.47,260.76,54179,2687,,,,1.8556122441047207,7.0,5.0,16.5,K3III,,6.46,-0.1595363637815597,0.5449097969975449,-0.8231776611202786
-,-0.6259914250486329,26.0,39.0,28.0,CD-26 3880,-8.66,238.52,54224,2688,,,,1.863146248709163,7.0,7.0,0.1,B2IV-V,,6.62,-0.23355489610192331,0.7759975098290455,-0.5859009944060005
-,-1.4888385740033294,79.0,25.0,13.0,CP-79  238,-26.4,291.11,54239,2689,,,The Men,1.8176440606686277,6.0,56.0,34.4,B9.5V,,5.45,-0.02000383901063438,0.07938446598504852,-0.9966433429191736
-,-0.6214099357621478,23.0,50.0,25.0,CD-23 4908,-7.34,236.01,54309,2690,v,,,1.8647824948829077,7.0,7.0,22.6,B2IVe,,5.71,-0.23559966709771643,0.7781753019068164,-0.5821820989739209
-,-0.932005820564972,40.0,53.0,36.0,CD-40 2930,-14.63,251.72,54475,2691,t,,,1.863655303074328,7.0,7.0,7.1,B3V,,5.79,-0.1721245462427888,0.5708390684846983,-0.8028174751911146
+,0.43116904729476585,21.0,14.0,49.0,BD+21 1528,13.46,195.71,54563,2692,,,,1.876716183643419,7.0,10.0,6.7,G9V,,6.43,-0.2736066645471171,0.8662974561542263,0.4179331412751539
-,-0.5567600313861911,26.0,23.0,36.0,CD-26 3916,-8.27,238.42,54605,2693,,,25Del CMa,1.8692112678598434,7.0,8.0,23.5,F8Ia,,1.84,-0.24960240614351667,0.8114502851335007,-0.5284383347223471
-,-0.265435490407471,10.0,20.0,50.0,BD-10 1892,-0.78,224.17,54662,2694,,,,1.8733418804228965,7.0,9.0,20.3,O6.5V,,6.21,-0.2875163675759807,0.9211501262592283,-0.26232953182690155
-,-0.4304418267731015,24.0,2.0,39.0,CD-23 4949,-7.13,236.34,54669,2695,,,,1.8710874968057374,7.0,8.0,49.3,B2V,,6.65,-0.2688160697967332,0.8681138705536625,-0.41727236713132204
+,0.7645996564778492,39.0,19.0,14.0,BD+39 1882,20.46,178.27,54716,2696,,,63    Aur,1.8834502456740303,7.0,11.0,39.3,K4III-IIIa,,4.9,-0.221971635510627,0.6866739418999437,0.6922481423191615
+,0.5878123476612569,30.0,14.0,43.0,BD+30 1439,17.2,187.22,54719,2697,,,46Tau Gem,1.8812031342620879,7.0,11.0,8.4,K2-III,,4.41,-0.2541786878068248,0.792386581072868,0.5545418837206545
-,-1.1434815482649514,51.0,58.0,4.0,CD-51 2306,-18.75,262.46,54732,2698,,,,1.86410617979776,7.0,7.0,13.3,K0III,,5.96,-0.1198205289689759,0.39672918439399946,-0.9100818617507256
-,-0.3407028143997264,16.0,14.0,5.0,BD-16 1802,-3.44,229.42,54764,2699,,,,1.8742799948958437,7.0,9.0,33.2,B1II,,6.03,-0.2816688020852194,0.8994480177201184,-0.334149591277959
+,0.678060414399797,26.0,51.0,24.0,BD+27 1327,15.96,190.51,54801,2700,,,47    Gem,1.882272148428934,7.0,11.0,23.1,A4IV,,5.78,-0.2386711873224997,0.7413172448281211,0.6272836733588016
-,-0.13191780262990474,4.0,14.0,14.0,BD-04 1840,2.23,218.85,54810,2701,,,20    Mon,1.8772252380085839,7.0,10.0,13.7,K0III,,4.92,-0.2990348813396185,0.94513308370505,-0.1315355230665205
-,-0.8523751734427308,39.0,39.0,21.0,CD-39 3105,-13.83,250.69,54893,2702,,,,1.8712183964996367,7.0,8.0,51.1,B2IV-V,,4.83,-0.19477585334859435,0.6287173288604564,-0.7528458589531456
+,1.0024007670620765,51.0,25.0,44.0,BD+51 1295,24.18,165.8,54895,2703,,,,1.891020611304556,7.0,13.0,23.4,M3-III,,5.47,-0.16943966412789013,0.5109169967386494,0.8427656985567143
-,-0.49683706040105247,25.0,13.0,52.0,CD-25 4120,-7.48,237.5,54912,2704,,,,1.8749853988018577,7.0,9.0,42.9,B2.5IV,,5.69,-0.2633060304035265,0.838735468528856,-0.4766474044666744
-,-0.49356456805356314,18.0,41.0,7.0,BD-18 1711,-4.43,231.68,54958,2705,,,,1.8769052609790515,7.0,10.0,9.3,F0,,6.23,-0.26538443572355747,0.839711234747016,-0.47376802711382987
+,0.4524766085795299,24.0,7.0,42.0,BD+24 1558,15.11,193.21,55052,2706,,,48    Gem,1.8868754543310695,7.0,12.0,26.4,F5III-IV,,5.85,-0.27956135777176166,0.8548137998833425,0.4371942529011676
-,-0.07904887070490985,0.0,18.0,7.0,BD-00 1634,4.3,215.48,55057,2707,v,,21    Mon,1.8823085094550174,7.0,11.0,23.6,A8Vn-F3Vn,,5.45,-0.3055412760531918,0.9488987350322985,-0.07896657066057099
-,-0.5998842083208843,27.0,29.0,29.0,CD-27 3710,-8.37,239.61,55070,2708,,,,1.8776397537059328,7.0,10.0,19.4,G8III,,5.46,-0.24931320369528995,0.7868479657551004,-0.5645469026132824
+,1.481130036473688,81.0,15.0,27.0,BD+81  242,28.08,132.74,55075,2709,,,,1.943271405786136,7.0,25.0,21.9,A0III,,6.31,-0.032587818351138956,0.08340595522497427,0.9959826708975025
+,0.2586723395559929,5.0,39.0,17.0,BD+05 1577,7.11,210.2,55111,2710,,,,1.8843229103000276,7.0,11.0,51.3,A1V,,6.09,-0.2981543784369824,0.9196041072648201,0.25579728794600215
+,0.5300710382411111,27.0,13.0,29.0,BD+27 1337,16.4,190.28,55130,2711,,,,1.8885189727100309,7.0,12.0,49.0,F8V,,6.43,-0.26953316164558805,0.8195888863556269,0.5055946322259333
-,-1.4060081565857652,68.0,50.0,14.0,CP-68  591,-23.86,279.73,55151,2712,,,,1.8598010343095073,7.0,6.0,14.1,K0III,,6.47,-0.04675209117957062,0.15724016882444183,-0.9864531267517976
+,0.211548449752146,5.0,28.0,29.0,BD+05 1580,7.09,210.39,55184,2713,,,,1.8854937353399075,7.0,12.0,7.4,K0III,,6.16,-0.3026284150191819,0.9296918455635671,0.20997408105665383
-,-0.12900892054324753,0.0,29.0,34.0,BD-00 1636,4.32,215.7,55185,2714,,,22Del Mon,1.8843665435313273,7.0,11.0,51.9,A2V,,4.15,-0.30589341126249436,0.9433334764944998,-0.12865136249179554
+,1.1966413683986121,59.0,38.0,15.0,BD+59 1065,26.2,156.99,55280,2715,,,18    Lyn,1.9020380022077703,7.0,15.0,54.9,K2III,,5.2,-0.11886245331637403,0.34561798624125906,0.9308168051653073
-,-0.5802492542359482,20.0,52.0,59.0,BD-20 1767,-5.11,233.8,55344,2716,,,,1.883617506394013,7.0,11.0,41.6,A0V,,5.84,-0.2573744195535452,0.795738418705324,-0.5482324116246923
+,0.3208496941582909,16.0,9.0,32.0,BD+16 1417,12.04,200.78,55383,2717,,,51    Gem,1.8909406170471732,7.0,13.0,22.3,M4IIIab,,5.0,-0.29864350652334704,0.9007507549943291,0.3153730067532504
-,-0.6830782359992807,25.0,56.0,33.0,CD-25 4191,-7.3,238.4,55522,2718,,,26    CMa,1.8858428011903061,7.0,12.0,12.2,B2V,,5.92,-0.24033829613538626,0.7374583206576538,-0.6311835934999677
-,-1.0818132480278186,48.0,55.0,56.0,CD-48 2765,-17.13,259.7,55526,2719,,,,1.8796832433718091,7.0,10.0,47.5,K2III,,5.14,-0.1427966864043044,0.4474973286780693,-0.8828109917632102
-,-0.7387106059066001,30.0,49.0,18.0,CD-30 4081,-9.49,242.8,55568,2720,,,,1.885253752567758,7.0,12.0,4.1,A8V,,6.1,-0.22867745294567235,0.7030834697651693,-0.6733351743799294
+,0.8831366015091306,47.0,14.0,24.0,BD+47 1419,23.52,170.34,55575,2721,,,,1.9016889363573715,7.0,15.0,50.1,G0V,,5.58,-0.2062159116272819,0.6002981110929329,0.772733573497351
+,0.6049747519725345,24.0,42.0,39.0,BD+24 1576,15.76,192.84,55579,2722,,,,1.8956166450014746,7.0,14.0,26.6,A1pSrCr,,6.89,-0.2624966726812863,0.7795054968852858,0.5687413095220684
-,-0.2577996749299958,11.0,15.0,5.0,BD-11 1849,-0.37,225.4,55589,2723,,,,1.88984251405946,7.0,13.0,7.2,K0,,5.78,-0.30329556276357333,0.9181560239211529,-0.25495355919309465
-,-0.5953754410865656,27.0,28.0,27.0,CD-27 3761,-7.95,239.8,55595,2724,,,,1.8867081936110868,7.0,12.0,24.1,A5IV-V,,6.59,-0.2572265455473302,0.786966225569636,-0.5608196359601437
+,0.6505714786808863,24.0,53.0,6.0,BD+25 1618,15.88,192.7,55621,2725,v,,52    Gem,1.8967292923996208,7.0,14.0,41.9,M1III,,5.82,-0.25478949778688376,0.7538441390148671,0.6056412518070753
-,-0.7708537529641623,36.0,32.0,40.0,CD-36 3421,-11.89,248.09,55718,2726,,,,1.8868245488945532,7.0,12.0,25.7,B3V,,5.96,-0.22293748883063016,0.6817926630915357,-0.696747903210655
-,-0.8287405064886408,40.0,29.0,56.0,CD-40 2987,-13.57,251.76,55719,2727,,,,1.8861046005781053,7.0,12.0,15.8,A3pSrEuCr,,5.31,-0.20957348231214667,0.6424880331861134,-0.7370807843948992
+,0.239764605992721,12.0,6.0,57.0,BD+12 1469,10.56,204.63,55730,2728,,,,1.896052977314473,7.0,14.0,32.6,G6III,,5.62,-0.3104108547447916,0.9204624998033082,0.237473972705332
+,0.08152142047856847,3.0,6.0,41.0,BD+03 1609,6.51,212.76,55751,2729,,,,1.8951366794571762,7.0,14.0,20.0,K2II,,5.35,-0.31762524298256933,0.9447132749923255,0.08143115542308371
-,-0.5602506898901798,22.0,40.0,24.0,BD-22 1756,-5.58,235.58,55762,2730,,,,1.8910569723306392,7.0,13.0,23.9,K2III,,6.01,-0.2666858099787554,0.8040486480569065,-0.5313985795180829
-,-0.2883429368398965,3.0,54.0,5.0,BD-03 1804,3.27,219.01,55775,2731,,,,1.8944821809876782,7.0,14.0,11.0,K5III,,5.75,-0.30493236721353856,0.9089298037755567,-0.28436396261494856
-,-0.4051345526191837,9.0,56.0,51.0,BD-09 1921,0.48,224.38,55832,2732,,,,1.8948094302224272,7.0,14.0,15.5,K3III,,5.9,-0.29260087099857773,0.871226996567835,-0.3941424244385059
-,-0.6212644916578149,22.0,54.0,23.0,BD-22 1761,-5.6,235.84,55856,2733,,,,1.8928313904035001,7.0,13.0,48.3,B2IV+G5IV,,6.36,-0.25735788779918073,0.7713420809051802,-0.5820638382621024
-,-0.5645412909679991,27.0,21.0,23.0,CD-27 3789,-7.65,239.81,55857,2734,,,,1.8919587257775028,7.0,13.0,36.3,B0.5V,,6.12,-0.2666885627855703,0.8016370042924602,-0.5350283392759463
-,-1.351902949773941,70.0,29.0,50.0,CP-70  600,-24.05,281.55,55864,2735,,,Gam1Vol,1.8705711702353554,7.0,8.0,42.2,F2V,,5.69,-0.06412536612936144,0.20746532183805294,-0.9761383496479423
-,-1.3523392820869398,70.0,29.0,56.0,CP-70  600,-24.04,281.56,55865,2736,,,Gam2Vol,1.870767519776205,7.0,8.0,44.9,K0III,,3.78,-0.06404023805661956,0.20704580590195737,-0.9762330060841318
+,0.9418232976074403,52.0,7.0,51.0,BD+52 1188,24.97,165.21,55866,2737,,,,1.9092229409618136,7.0,17.0,33.7,gK1,,5.92,-0.19532243466219573,0.5549443634813906,0.8086321165758051
+,0.7062038485882055,27.0,53.0,51.0,BD+28 1350,17.3,189.91,55870,2738,,,53    Gem,1.9021979907225364,7.0,15.0,57.1,M1IIIa,,5.71,-0.24755058238257052,0.7194319390972772,0.6489502247235774
-,-0.2574360646691636,10.0,19.0,0.0,BD-10 1933,0.35,224.73,55879,2739,,,,1.8957330002849406,7.0,14.0,28.2,B0III,,6.03,-0.30872823021005297,0.9164413390072048,-0.25460194820552756
-,-1.0016735465404123,46.0,45.0,34.0,CD-46 2977,-16.02,257.72,55892,2740,,,,1.8873990531066678,7.0,12.0,33.6,F0IV,,4.49,-0.16777900998152798,0.5121095608754542,-0.842374027062544
-,-0.5630141278725042,31.0,5.0,2.0,CD-30 4143,-9.28,243.2,55958,2741,,,,1.8927441239409006,7.0,13.0,47.1,B2IV,,6.6,-0.26757630773251223,0.8022014604392979,-0.5337375163966775
+,1.5388713458938337,82.0,24.0,41.0,BD+82  201,28.18,131.42,55966,2742,,,,1.9681787086531384,7.0,31.0,4.4,M4IIIa,,4.96,-0.012353061323566412,0.029432296364942104,0.9994904410781638
-,-0.6126105674500097,30.0,20.0,24.0,CD-30 4146,-8.92,242.54,55985,2743,,,,1.8934786166677815,7.0,13.0,57.2,B2IV-V,,6.33,-0.2594447254418891,0.7759235752076543,-0.5750052520432786
-,-0.04225151230869607,0.0,9.0,41.0,BD+00 1871,5.24,215.81,56003,2744,,,24    Mon,1.8994490971506455,7.0,15.0,19.3,G5III,,6.41,-0.32248013994684954,0.9456333491877947,-0.0422389422658092
-,-0.546069889717726,26.0,21.0,9.0,CD-26 4057,-7.07,238.97,56014,2745,,,27    CMa,1.8947876136067772,7.0,14.0,15.2,B3IIIe,,4.66,-0.2720553651958135,0.8101107578722323,-0.519332685518493
-,-0.833321995775126,45.0,10.0,59.0,CD-44 3223,-15.3,256.26,56022,2746,,,,1.8902933907828918,7.0,13.0,13.4,A0pSi,,4.89,-0.21120000320930377,0.6383917842086994,-0.7401692296355094
+,0.37815467126543806,7.0,58.0,40.0,BD+08 1712,8.99,208.53,56031,2747,,,,1.9009108103991905,7.0,15.0,39.4,M4-IIIab,,5.82,-0.3012492384344411,0.8791676274347194,0.3692061473126844
-,-0.9354237570167941,44.0,38.0,23.0,CD-44 3227,-15.04,255.77,56096,2748,,,,1.891675109774054,7.0,13.0,32.4,M5IIIe,,5.1,-0.18718314041403702,0.5631855096584122,-0.8048506405883848
-,-0.6560983546455351,26.0,46.0,22.0,CD-26 4073,-7.15,239.41,56139,2749,v,,28Ome CMa,1.8972238023543524,7.0,14.0,48.7,B2IV-Ve,,3.85,-0.2540850078151041,0.7505360092144933,-0.6100299235906224
-,-0.4812018191852699,27.0,2.0,17.0,CD-26 4074,-7.26,239.65,56160,2750,,,,1.897398335279552,7.0,14.0,51.1,K4III,,5.58,-0.28439323811478573,0.8395803306303296,-0.4628448493104933
+,0.9769480488038259,49.0,27.0,54.0,BD+49 1612,24.51,168.11,56169,2751,,,,1.9134553643978995,7.0,18.0,31.9,A4IIIn,,5.05,-0.18800627315924318,0.5270246446695922,0.8287934997112744
-,-0.32739467885326967,10.0,35.0,2.0,BD-10 1945,0.5,225.11,56207,2752,,,,1.9011798819922063,7.0,15.0,43.1,K0,,5.95,-0.30717451711227417,0.8956740080187245,-0.321577187307363
+,0.9293878266869805,40.0,53.0,0.0,BD+41 1630,22.11,177.08,56221,2753,,,64    Aur,1.9112955194485568,7.0,18.0,2.2,A5Vn,,5.78,-0.19981508757954208,0.563973632737931,0.8012538126910607
-,-1.149299312438266,63.0,11.0,24.0,CP-62  789,-21.77,274.0,56239,2754,,,,1.8851010362582086,7.0,12.0,2.0,A0IV-V,,6.02,-0.1264837572225188,0.3890844147889948,-0.9124774941483107
-,-0.5953027190343994,23.0,44.0,26.0,CD-23 5173,-5.58,236.79,56341,2755,,R,,1.9014998590217387,7.0,15.0,47.5,A0,,6.32,-0.2688517651401699,0.7831140373615134,-0.5607594251266448
-,-0.7032949665015484,30.0,41.0,11.0,CD-30 4184,-8.8,242.99,56342,2756,,,,1.8995727246393281,7.0,15.0,21.0,B3V,,5.36,-0.24626950778092893,0.7218629061991969,-0.6467343149941778
+,0.7738353571029859,30.0,57.0,21.0,BD+31 1529,18.85,187.09,56386,2757,,,,1.9114336913476728,7.0,18.0,4.1,A0Vn,,6.24,-0.2389515177277067,0.6741394127907244,0.6988835556069428
-,-0.4151701958181512,15.0,35.0,9.0,BD-15 1734,-1.71,229.59,56405,2758,,,,1.9034633544302322,7.0,16.0,14.5,A2Vnp,,5.46,-0.2988225421012839,0.8648799662310791,-0.40334567351622075
-,-0.827067899288813,41.0,25.0,33.0,CD-41 2906,-13.49,252.84,56410,2759,,,,1.8978346675925506,7.0,14.0,57.1,B4III-IV,,5.94,-0.21749105474995356,0.6411521850781982,-0.7359493981743613
+,0.28288878292741426,6.0,40.0,50.0,BD+06 1594,8.78,209.88,56446,2760,,,,1.9080666603323675,7.0,17.0,17.8,B8III,,6.65,-0.31775970248840874,0.9061538409770213,0.2791307721428594
-,-1.0253082134945024,46.0,50.0,59.0,CD-46 3000,-15.71,257.96,56455,2761,,,,1.8970201806082865,7.0,14.0,45.9,A0pSi,,5.72,-0.16627032431064442,0.491471647530076,-0.8548741421564381
-,-0.9088802079760471,48.0,16.0,18.0,CD-48 2807,-16.29,259.31,56456,2762,,,,1.896460220806605,7.0,14.0,38.2,B8-9V,,4.76,-0.1966432261440631,0.5823236176332466,-0.7888159772457599
+,0.4206970717827998,16.0,32.0,25.0,BD+16 1443,13.23,200.92,56537,2763,,,54Lam Gem,1.9115427744259226,7.0,18.0,5.6,A3V,,3.58,-0.30505078294459215,0.8603232176806088,0.40839684247625524
-,-0.48403797921976077,23.0,18.0,56.0,CD-23 5189,-5.21,236.5,56577,2764,,,,1.9050850561935437,7.0,16.0,36.8,K3Ib-II,,4.79,-0.2904065292853734,0.8361260950724113,-0.46535706816098166
-,-0.2827433388230814,6.0,40.0,48.0,BD-06 2032,2.72,221.86,56614,2765,,,,1.9090774968574808,7.0,17.0,31.7,K2,,6.29,-0.31868898309740945,0.9058704624853084,-0.2789911060392293
-,-0.7019132475103862,27.0,52.0,52.0,CD-27 3852,-7.3,240.58,56618,2766,,,,1.904954156499644,7.0,16.0,35.0,M3III,,4.64,-0.25044341920795193,0.7213706664519912,-0.6456798396713652
-,-1.0383981828844597,52.0,29.0,59.0,CP-52 1123,-17.78,263.45,56705,2767,,,,1.8995727246393281,7.0,15.0,21.0,K1III,,5.97,-0.16389686058251793,0.4804129636798787,-0.861592248931889
-,-0.7583455599915363,30.0,53.0,48.0,CD-30 4234,-8.59,243.34,56731,2768,,,,1.9065685860577388,7.0,16.0,57.2,A9II,,6.32,-0.23920753518887292,0.6854335573936045,-0.6877213051139338
-,-0.7467100316449072,38.0,19.0,8.0,CD-38 3288,-11.91,250.08,56733,2769,,,,1.9047214459327118,7.0,16.0,31.8,B4V,,5.8,-0.24054755668342861,0.6933876343129206,-0.6792278421528112
-,-0.7835073900411211,36.0,35.0,34.0,CD-36 3485,-11.12,248.52,56779,2770,,,,1.9060086262560572,7.0,16.0,49.5,B2IV-V,,5.03,-0.23305608692595492,0.6690109335404908,-0.7057685393597839
-,-1.0056005373573997,46.0,46.0,28.0,CD-46 3023,-15.45,257.99,56813,2771,,,,1.9035360764823988,7.0,16.0,15.5,K4III,,5.66,-0.17493887341943717,0.5062050743585284,-0.8444837554745591
+,1.265872762061054,59.0,54.0,7.0,BD+60 1048,27.03,156.84,56820,2772,,,47    Cam,1.9298396427509967,7.0,22.0,17.2,A8m,,6.35,-0.10549101145386375,0.28107624426791467,0.9538699027701232
-,-0.671297263548319,37.0,5.0,51.0,CD-36 3489,-11.28,249.01,56855,2773,,,Pi  Pup,1.907397617452436,7.0,17.0,8.6,K3Ib,,2.7,-0.2586151353908021,0.7390746688196401,-0.6220022875005656
-,-0.6625706172883474,26.0,47.0,51.0,CD-26 4140,-6.57,239.73,56876,2774,,,,1.910255594102577,7.0,17.0,47.9,B2IV-V,,6.46,-0.26252378245001945,0.7434226016894929,-0.6151455916653882
+,0.904662328950394,42.0,39.0,20.0,BD+42 1699,23.16,175.42,56941,2775,,,,1.924450938685464,7.0,21.0,3.1,K0,,6.35,-0.21401410925020098,0.5797081336470297,0.7862165355837542
+,0.8451029682260877,45.0,13.0,41.0,BD+45 1422,23.9,172.73,56963,2776,,,,1.9254981362366606,7.0,21.0,17.5,A7 s,,5.77,-0.23049426100544249,0.622341847162155,0.7480394514424703
+,0.6236643193793071,21.0,58.0,56.0,BD+22 1645,15.89,195.98,56986,2777,,,55Del Gem,1.920400320379794,7.0,20.0,7.4,F2IV,,3.53,-0.27804321455436853,0.7626402352010562,0.5840135636205301
+,0.22878357611559005,2.0,44.0,26.0,BD+02 1640,7.46,213.67,56989,2778,,,,1.9171278280323043,7.0,19.0,22.4,G9III,,5.89,-0.3306043839150458,0.9161144539686694,0.2267929641012688
+,0.1595521824531483,7.0,8.0,34.0,BD+07 1684,9.54,209.74,57006,2779,,,,1.9189604237468985,7.0,19.0,47.6,F8V,,5.91,-0.3368392393117215,0.9280612662683426,0.1588760929539155
+,0.2991785226126947,15.0,8.0,34.0,BD+15 1541,13.08,202.43,57049,2780,,,,1.9203639593537107,7.0,20.0,6.9,A2Vn,,6.45,-0.3272777769330899,0.8977863599089951,0.29473531971430034
-,-0.565195789437497,24.0,33.0,32.0,CD-24 5173,-5.37,237.82,57060,2781,v,,29    CMa,1.9140662296360977,7.0,18.0,40.3,O7Ia:fp,,4.98,-0.2842262254533604,0.7952158612760125,-0.5355811672749381
-,-0.6686792696703274,24.0,57.0,15.0,CD-24 5176,-5.54,238.18,57061,2782,,,30Tau CMa,1.9142189459456473,7.0,18.0,42.4,O9Ib,,4.4,-0.2641979474430955,0.7388241729368372,-0.6199502286886049
+,1.0343984700153062,55.0,17.0,4.0,BD+55 1192,26.36,161.96,57102,2783,,H,19    Lyn,1.932290375909005,7.0,22.0,50.9,B9V,,6.53,-0.18074168478198302,0.47801408567779696,0.8595551042695228
+,1.0335985274414752,55.0,16.0,53.0,BD+55 1192,26.37,161.96,57103,2784,,,19    Lyn,1.932377642371605,7.0,22.0,52.1,B8V,,5.45,-0.181026580028704,0.4786412920471559,0.8591460241836311
-,-0.4049891085148508,19.0,16.0,49.0,BD-19 1813,-2.85,233.17,57118,2785,,,,1.9156442981681092,7.0,19.0,2.0,F0Iab-Ib,,6.09,-0.31070732754617647,0.8649959893353252,-0.3940087499573012
-,-0.6071564135375275,26.0,35.0,9.0,CD-26 4164,-6.26,239.65,57146,2786,,,,1.9148589000047118,7.0,18.0,51.2,G2Ib,,5.28,-0.27702739560513534,0.7731405514892224,-0.5705344071370076
-,-0.8205229145938342,36.0,44.0,3.0,CD-36 3512,-10.91,248.78,57150,2787,,,,1.9124736166936531,7.0,18.0,18.4,B2V+B3IVne,,4.66,-0.228462287279675,0.6424244041373564,-0.731502473174016
-,-0.3826634384997568,16.0,23.0,42.0,BD-16 1898,-1.41,230.67,57167,2788,,,,1.9175423437296533,7.0,19.0,28.1,F1V,,5.7,-0.3152598803006619,0.8724615636894218,-0.3733925919959061
-,-1.0088003076527225,43.0,59.0,12.0,CD-43 3093,-14.03,255.49,57197,2789,,,,1.9114409635528895,7.0,18.0,4.2,B8II-III,,5.85,-0.1780311700280728,0.5022569343448074,-0.846193166127564
-,-0.8227772982109935,36.0,44.0,34.0,CD-36 3519,-10.86,248.82,57219,2790,,,,1.9139135133265484,7.0,18.0,38.2,B2IVne,,5.11,-0.22883169957579513,0.6405401830788936,-0.7330377392266448
-,-0.7357290017677763,39.0,12.0,37.0,CD-38 3309,-11.94,251.08,57240,2791,,,,1.9135789918865826,7.0,18.0,33.6,A1V,,5.25,-0.24917174110680715,0.6982126862909019,-0.6711277733310139
+,0.9240063948266646,38.0,59.0,46.0,BD+39 1927,22.31,179.29,57263,2792,,,,1.9295632989527642,7.0,22.0,13.4,K0,,6.4,-0.21159466356405873,0.5642587831852696,0.7980223831130877
+,0.8274315095496451,36.0,45.0,38.0,BD+37 1707,21.58,181.57,57264,2793,,,65    Aur,1.9287779007893664,7.0,22.0,2.6,K0III,,5.13,-0.2371293186185565,0.6338657841736827,0.7361955269528478
-,-0.7663449857298436,33.0,43.0,38.0,CD-33 3696,-9.42,246.12,57299,2794,,,,1.9164951461784565,7.0,19.0,13.7,K2-3III,,6.3,-0.24412762028196847,0.6778276121915859,-0.6935066208524011
+,0.46520296770865527,20.0,26.0,37.0,BD+20 1775,15.66,197.63,57423,2795,,,56    Gem,1.9283561128868012,7.0,21.0,56.8,M0IIIab,,5.1,-0.31279621105041217,0.8372053475161916,0.4486042091229183
-,-0.33859387488689996,14.0,21.0,36.0,BD-14 1846,-0.13,229.04,57478,2796,,,,1.9240946006298487,7.0,20.0,58.2,gG5,,5.45,-0.3263496115485798,0.8849660521781771,-0.33216113188370333
+,1.631010185988701,80.0,53.0,48.0,BD+81  252,28.47,133.11,57508,2797,,R,,1.9838357664845714,7.0,34.0,39.7,gG7,,6.41,0.024154940328874313,-0.055116856704512385,0.9981876932544915
-,-0.36957346910979927,8.0,52.0,42.0,BD-08 1862,2.51,224.24,57517,2798,,,,1.9254545030053607,7.0,21.0,16.9,F5,,6.55,-0.323822697028851,0.8744487466361466,-0.36121773267024576
-,-0.6069382473810281,22.0,51.0,6.0,BD-22 1823,-4.13,236.54,57573,2799,,,,1.9237309903690163,7.0,20.0,53.2,B2.5V,,6.61,-0.28391879269099757,0.7707691242006901,-0.5703552194341588
-,-0.7060584044838727,26.0,57.0,49.0,CD-26 4223,-6.03,240.2,57593,2800,,,,1.923861890062916,7.0,20.0,55.0,B2.5V,,6.01,-0.2631096095034792,0.71398918718678,-0.64883955949625
+,0.0463966692821826,0.0,10.0,38.0,BD+00 1915,6.89,216.28,57608,2801,,,,1.9288433506363163,7.0,22.0,3.5,B8III,,5.99,-0.3500686523915289,0.9355751342807022,0.046380025101599553
-,-0.6696973784006576,25.0,53.0,29.0,CD-25 4400,-5.5,239.26,57615,2802,,,,1.9245382051480637,7.0,21.0,4.3,M4III,,5.87,-0.2715890765338123,0.7354660793629808,-0.620748757239156
-,-1.41997079060172,67.0,57.0,26.0,CP-67  730,-22.69,279.09,57623,2803,,,Del Vol,1.9060304428717072,7.0,16.0,49.8,F6II,,3.98,-0.049432217314622634,0.1418901861136198,-0.9886473744343846
+,1.1223921531366867,51.0,53.0,14.0,BD+52 1205,26.03,165.74,57646,2804,,,,1.9414751710976255,7.0,24.0,57.2,K5III,,5.8,-0.15704476950188834,0.40408351571354784,0.9011400849483269
+,0.8741190670404934,40.0,40.0,20.0,BD+40 1852,23.15,177.67,57669,2805,,,66    Aur,1.93793360715712,7.0,24.0,8.5,K1+IIIaCN1,,5.19,-0.23032520583093405,0.5989108742246783,0.7669785292264507
-,-0.39597157404621347,8.0,58.0,45.0,BD-08 1872,2.63,224.41,57682,2806,,,,1.9287342675580665,7.0,22.0,2.0,O9V,,6.43,-0.32323481385794656,0.8641476078591229,-0.3857047665528313
-,-0.2911790968743873,2.0,58.0,44.0,BD-02 2079,5.49,219.13,57708,2807,,,,1.929934181418813,7.0,22.0,18.5,F5,,6.23,-0.3366725775375512,0.896791818022353,-0.2870818884262544
+,0.44956772649287274,25.0,3.0,2.0,BD+25 1660,17.78,193.34,57727,2808,,,57    Gem,1.9350247250704629,7.0,23.0,28.5,G8III,,5.03,-0.3208317952179222,0.8415523980041745,0.4345762540575229
